,occ_code,occ_title,o_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse
978,47-4060,Rail-Track Laying and Maintenance Equipment Operators,broad,17590.0,7.3,27.61,57430.0,3.9
979,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,17590.0,7.3,27.61,57430.0,3.9
980,47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,29880.0,3.4,21.12,43930.0,0.8
981,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,29880.0,3.4,21.12,43930.0,0.8
982,47-4090,Miscellaneous Construction and Related Workers,broad,32050.0,3.7,21.24,44180.0,1.2
983,47-4090,Miscellaneous Construction and Related Workers,detailed,32050.0,3.7,21.24,44180.0,1.2
984,47-5000,Extraction Workers,minor,226840.0,1.6,23.81,49520.0,0.5
985,47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",broad,68840.0,3.1,25.8,53670.0,1.1
986,47-5011,"Derrick Operators, Oil and Gas",detailed,9350.0,7.7,24.17,50280.0,2.2
987,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,15650.0,5.9,28.34,58940.0,1.6
988,47-5013,"Service Unit Operators, Oil and Gas",detailed,43840.0,4.0,25.25,52510.0,1.5
989,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,40240.0,3.0,23.32,48500.0,0.8
990,47-5041,Continuous Mining Machine Operators,detailed,14990.0,4.6,28.05,58340.0,1.2
991,47-5043,"Roof Bolters, Mining",detailed,2080.0,8.7,29.76,61900.0,1.7
992,47-5044,"Loading and Moving Machine Operators, Underground Mining",detailed,3520.0,9.7,26.97,56100.0,1.6
993,47-5050,"Rock Splitters, Quarry",broad,4640.0,8.2,18.48,38430.0,1.2
994,47-5051,"Rock Splitters, Quarry",detailed,4640.0,8.2,18.48,38430.0,1.2
995,47-5070,"Roustabouts, Oil and Gas",broad,44710.0,3.7,20.27,42160.0,0.9
996,47-5071,"Roustabouts, Oil and Gas",detailed,44710.0,3.7,20.27,42160.0,0.9
997,47-5080,Helpers--Extraction Workers,broad,12740.0,6.1,18.82,39150.0,1.2
998,47-5081,Helpers--Extraction Workers,detailed,12740.0,6.1,18.82,39150.0,1.2
999,47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,22540.0,3.4,24.54,51040.0,0.8
1000,47-5098,"Underground Mining Machine Operators and Extraction Workers, All Other",detailed,12540.0,6.5,25.83,53730.0,1.4
1001,49-0000,"Installation, Maintenance, and Repair Occupations",major,5486930.0,0.3,25.17,52360.0,0.1
1002,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor,475000.0,0.5,35.14,73100.0,0.2
1003,49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",broad,475000.0,0.5,35.14,73100.0,0.2
1004,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,475000.0,0.5,35.14,73100.0,0.2
1005,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",minor,526000.0,1.1,27.6,57400.0,0.4
1006,49-2010,"Computer, Automated Teller, and Office Machine Repairers",broad,91930.0,2.3,21.05,43790.0,0.6
1007,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,91930.0,2.3,21.05,43790.0,0.6
1008,49-2020,Radio and Telecommunications Equipment Installers and Repairers,broad,203730.0,2.2,29.76,61900.0,0.8
1009,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,13210.0,6.8,29.23,60790.0,2.3
1010,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,190510.0,2.3,29.8,61980.0,0.8
1011,49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",broad,230350.0,1.6,28.29,58850.0,0.5
1012,49-2091,Avionics Technicians,detailed,21390.0,6.7,33.26,69180.0,1.7
1013,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,15380.0,6.2,23.68,49250.0,1.9
1014,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,10390.0,6.2,33.87,70440.0,1.6
1015,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,55200.0,3.0,30.46,63350.0,0.6
1016,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,23070.0,3.2,39.98,83150.0,0.8
1017,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,10230.0,10.4,19.83,41250.0,2.4
1018,49-2097,Audiovisual Equipment Installers and Repairers,detailed,25760.0,5.6,21.57,44850.0,1.6
1019,49-2098,Security and Fire Alarm Systems Installers,detailed,68920.0,2.8,25.07,52150.0,0.7
1020,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,1553160.0,0.5,23.76,49420.0,0.3
1021,49-3010,Aircraft Mechanics and Service Technicians,broad,128300.0,1.9,33.19,69040.0,0.9
1022,49-3011,Aircraft Mechanics and Service Technicians,detailed,128300.0,1.9,33.19,69040.0,0.9
1023,49-3020,Automotive Technicians and Repairers,broad,775710.0,0.6,22.63,47060.0,0.3
1024,49-3021,Automotive Body and Related Repairers,detailed,137120.0,1.4,23.77,49430.0,0.7
1025,49-3022,Automotive Glass Installers and Repairers,detailed,18490.0,6.5,19.07,39660.0,1.8
1026,49-3023,Automotive Service Technicians and Mechanics,detailed,620110.0,0.8,22.48,46760.0,0.3
1027,49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,253010.0,1.1,25.04,52090.0,0.4
1028,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,253010.0,1.1,25.04,52090.0,0.4
1029,49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,broad,205720.0,1.3,26.5,55110.0,0.4
1030,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,35720.0,2.3,21.81,45350.0,0.7
1031,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,147680.0,1.5,27.4,57000.0,0.5
1032,49-3043,Rail Car Repairers,detailed,22310.0,5.4,28.01,58250.0,2.0
1033,49-3050,Small Engine Mechanics,broad,65430.0,2.2,19.88,41360.0,0.6
1034,49-3051,Motorboat Mechanics and Service Technicians,detailed,20440.0,4.5,21.87,45490.0,1.2
1035,49-3052,Motorcycle Mechanics,detailed,13490.0,4.8,19.42,40390.0,1.1
1036,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,31500.0,3.1,18.79,39090.0,0.7
1037,49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",broad,124990.0,2.4,16.06,33400.0,0.5
1038,49-3091,Bicycle Repairers,detailed,11290.0,8.6,16.12,33530.0,1.7
1039,49-3092,Recreational Vehicle Service Technicians,detailed,15150.0,5.2,21.05,43790.0,1.2
1040,49-3093,Tire Repairers and Changers,detailed,98560.0,2.7,15.28,31790.0,0.6
1041,49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,2932770.0,0.4,23.87,49650.0,0.2
1042,49-9010,Control and Valve Installers and Repairers,broad,73340.0,3.0,27.46,57120.0,1.0
1043,49-9011,Mechanical Door Repairers,detailed,22680.0,5.6,21.8,45350.0,1.2
1044,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,50660.0,3.7,30.0,62400.0,1.2
1045,49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,344020.0,1.3,25.68,53410.0,0.5
1046,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,344020.0,1.3,25.68,53410.0,0.5
1047,49-9030,Home Appliance Repairers,broad,27640.0,4.3,21.06,43810.0,1.1
1048,49-9031,Home Appliance Repairers,detailed,27640.0,4.3,21.06,43810.0,1.1
1049,49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,496380.0,0.8,27.3,56790.0,0.2
1050,49-9041,Industrial Machinery Mechanics,detailed,385980.0,0.9,27.57,57350.0,0.2
1051,49-9043,"Maintenance Workers, Machinery",detailed,65240.0,1.6,24.98,51960.0,0.5
1052,49-9044,Millwrights,detailed,44400.0,3.2,28.4,59080.0,0.8
1053,49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,760.0,16.6,26.48,55080.0,2.6
1054,49-9050,Line Installers and Repairers,broad,237420.0,1.7,32.66,67940.0,0.6
1055,49-9051,Electrical Power-Line Installers and Repairers,detailed,114930.0,1.7,35.78,74410.0,0.6
1056,49-9052,Telecommunications Line Installers and Repairers,detailed,122480.0,2.9,29.74,61860.0,1.1
1057,49-9060,Precision Instrument and Equipment Repairers,broad,71430.0,2.3,25.88,53830.0,0.6
1058,49-9061,Camera and Photographic Equipment Repairers,detailed,3320.0,10.6,20.55,42740.0,2.1
1059,49-9062,Medical Equipment Repairers,detailed,48510.0,2.8,26.49,55090.0,0.7
1060,49-9063,Musical Instrument Repairers and Tuners,detailed,7070.0,7.1,19.12,39770.0,1.5
1061,49-9064,Watch and Clock Repairers,detailed,2430.0,14.1,23.35,48560.0,5.8
1062,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,10100.0,4.4,30.05,62500.0,1.2
1063,49-9070,"Maintenance and Repair Workers, General",broad,1357630.0,0.5,21.05,43790.0,0.2
1064,49-9071,"Maintenance and Repair Workers, General",detailed,1357630.0,0.5,21.05,43790.0,0.2
1065,49-9080,Wind Turbine Service Technicians,broad,5860.0,11.1,28.53,59340.0,1.5
1066,49-9081,Wind Turbine Service Technicians,detailed,5860.0,11.1,28.53,59340.0,1.5
1067,49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,319050.0,1.3,20.91,43490.0,0.4
1068,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,25080.0,3.2,19.09,39710.0,1.4
1069,49-9092,Commercial Divers,detailed,3460.0,13.8,34.54,71850.0,5.8
1070,49-9094,Locksmiths and Safe Repairers,detailed,16180.0,6.1,22.23,46240.0,1.2
1071,49-9095,Manufactured Building and Mobile Home Installers,detailed,2900.0,10.1,17.48,36360.0,2.1
1072,49-9096,Riggers,detailed,21700.0,4.4,25.49,53020.0,1.2
1073,49-9097,Signal and Track Switch Repairers,detailed,7250.0,7.8,36.53,75970.0,2.7
1074,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,91430.0,2.0,16.33,33960.0,0.5
1075,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,151050.0,2.1,22.19,46160.0,0.6
1076,51-0000,Production Occupations,major,8519410.0,0.3,20.08,41760.0,0.2
1077,51-1000,Supervisors of Production Workers,minor,599900.0,0.4,32.12,66800.0,0.2
1078,51-1010,First-Line Supervisors of Production and Operating Workers,broad,599900.0,0.4,32.12,66800.0,0.2
1079,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,599900.0,0.4,32.12,66800.0,0.2
1080,51-2000,Assemblers and Fabricators,minor,1724470.0,0.8,18.05,37550.0,0.4
1081,51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad,38460.0,2.9,26.69,55510.0,2.3
1082,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,38460.0,2.9,26.69,55510.0,2.3
1083,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,296380.0,1.5,18.66,38810.0,0.9
1084,51-2021,"Coil Winders, Tapers, and Finishers",detailed,12580.0,6.1,19.37,40280.0,1.9
1085,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,283800.0,1.6,18.63,38750.0,0.9
1086,51-2030,Engine and Other Machine Assemblers,broad,41510.0,5.3,22.69,47190.0,1.8
1087,51-2031,Engine and Other Machine Assemblers,detailed,41510.0,5.3,22.69,47190.0,1.8
1088,51-2040,Structural Metal Fabricators and Fitters,broad,69550.0,2.7,21.51,44750.0,1.0
1089,51-2041,Structural Metal Fabricators and Fitters,detailed,69550.0,2.7,21.51,44750.0,1.0
1090,51-2050,Fiberglass Laminators and Fabricators,broad,18800.0,5.7,18.41,38280.0,1.2
1091,51-2051,Fiberglass Laminators and Fabricators,detailed,18800.0,5.7,18.41,38280.0,1.2
1092,51-2060,Timing Device Assemblers and Adjusters,broad,1000.0,14.5,18.96,39430.0,4.9
1093,51-2061,Timing Device Assemblers and Adjusters,detailed,1000.0,14.5,18.96,39430.0,4.9
1094,51-2090,Miscellaneous Assemblers and Fabricators,broad,1258780.0,0.9,17.3,35980.0,0.4
1095,51-2090,Miscellaneous Assemblers and Fabricators,detailed,1258780.0,0.9,17.3,35980.0,0.4
1096,51-3000,Food Processing Workers,minor,777500.0,1.1,15.69,32640.0,0.3
1097,51-3010,Bakers,broad,168890.0,1.9,14.93,31060.0,0.5
1098,51-3011,Bakers,detailed,168890.0,1.9,14.93,31060.0,0.5
1099,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,367970.0,1.9,15.56,32370.0,0.5
1100,51-3021,Butchers and Meat Cutters,detailed,142220.0,3.0,16.65,34630.0,0.8
1101,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,147760.0,3.2,14.81,30800.0,0.9
1102,51-3023,Slaughterers and Meat Packers,detailed,77980.0,3.3,15.0,31210.0,0.8
1103,51-3090,Miscellaneous Food Processing Workers,broad,240640.0,1.6,16.43,34170.0,0.4
1104,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,19010.0,4.4,17.01,35370.0,1.6
1105,51-3092,Food Batchmakers,detailed,153270.0,2.0,16.81,34970.0,0.6
1106,51-3093,Food Cooking Machine Operators and Tenders,detailed,26530.0,4.4,16.43,34180.0,0.9
1107,51-3099,"Food Processing Workers, All Other",detailed,41840.0,3.6,14.75,30680.0,0.6
1108,51-4000,Metal Workers and Plastic Workers,minor,1691060.0,0.5,20.93,43540.0,0.2
1109,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,117530.0,2.2,19.86,41310.0,0.8
1110,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,69300.0,2.7,18.75,38990.0,0.7
1111,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,13730.0,4.9,20.9,43480.0,1.6
1112,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,34500.0,4.9,21.69,45110.0,1.4
1113,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,297430.0,1.2,18.99,39500.0,0.4
1114,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,179300.0,1.6,18.58,38650.0,0.6
1115,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,9090.0,6.0,20.58,42800.0,1.7
1116,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,69570.0,2.4,18.65,38800.0,0.5
1117,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,23710.0,3.8,20.72,43100.0,0.8
1118,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,15760.0,5.2,21.6,44920.0,1.5
1119,51-4040,Machinists,broad,360340.0,1.2,22.98,47800.0,0.4
1120,51-4041,Machinists,detailed,360340.0,1.2,22.98,47800.0,0.4
1121,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,22490.0,4.2,21.57,44860.0,1.1
1122,51-4051,Metal-Refining Furnace Operators and Tenders,detailed,15290.0,5.1,22.12,46000.0,1.4
1123,51-4052,"Pourers and Casters, Metal",detailed,7200.0,6.4,20.41,42440.0,1.4
1124,51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,5800.0,5.7,26.26,54630.0,1.6
1125,51-4061,"Model Makers, Metal and Plastic",detailed,3400.0,7.7,27.97,58180.0,2.2
1126,51-4062,"Patternmakers, Metal and Plastic",detailed,2400.0,8.4,23.83,49570.0,2.2
1127,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,171110.0,1.9,17.4,36190.0,0.5
1128,51-4071,Foundry Mold and Coremakers,detailed,16090.0,6.3,18.45,38370.0,1.4
1129,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,155020.0,1.9,17.29,35960.0,0.5
1130,51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad,134660.0,2.0,19.13,39800.0,1.0
1131,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,134660.0,2.0,19.13,39800.0,1.0
1132,51-4110,Tool and Die Makers,broad,61190.0,2.1,26.69,55520.0,0.5
1133,51-4111,Tool and Die Makers,detailed,61190.0,2.1,26.69,55520.0,0.5
1134,51-4120,"Welding, Soldering, and Brazing Workers",broad,430700.0,0.9,22.25,46280.0,0.3
1135,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,397550.0,0.9,22.45,46690.0,0.3
1136,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,33150.0,3.1,19.86,41320.0,1.2
1137,51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,89810.0,2.1,19.26,40060.0,0.7
1138,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,16550.0,3.7,20.04,41680.0,1.2
1139,51-4192,"Layout Workers, Metal and Plastic",detailed,7570.0,4.4,24.51,50980.0,1.8
1140,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,38470.0,3.3,17.76,36950.0,0.7
1141,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,6080.0,12.1,21.0,43670.0,1.6
1142,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,21140.0,5.0,18.98,39490.0,1.3
1143,51-5100,Printing Workers,minor,230720.0,1.2,19.18,39890.0,0.5
1144,51-5110,Printing Workers,broad,230720.0,1.2,19.18,39890.0,0.5
1145,51-5111,Prepress Technicians and Workers,detailed,28010.0,3.0,20.85,43370.0,1.0
1146,51-5112,Printing Press Operators,detailed,160270.0,1.4,19.32,40200.0,0.5
1147,51-5113,Print Binding and Finishing Workers,detailed,42450.0,3.0,17.51,36430.0,0.8
1148,51-6000,"Textile, Apparel, and Furnishings Workers",minor,491520.0,0.9,14.38,29920.0,0.3
1149,51-6010,Laundry and Dry-Cleaning Workers,broad,179890.0,1.3,12.79,26600.0,0.4
1150,51-6011,Laundry and Dry-Cleaning Workers,detailed,179890.0,1.3,12.79,26600.0,0.4
1151,51-6020,"Pressers, Textile, Garment, and Related Materials",broad,31980.0,4.0,12.53,26050.0,0.8
1152,51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,31980.0,4.0,12.53,26050.0,0.8
1153,51-6030,Sewing Machine Operators,broad,116520.0,1.9,14.14,29420.0,0.5
1154,51-6031,Sewing Machine Operators,detailed,116520.0,1.9,14.14,29420.0,0.5
1155,51-6040,Shoe and Leather Workers,broad,11450.0,9.1,15.12,31460.0,1.4
1156,51-6041,Shoe and Leather Workers and Repairers,detailed,7380.0,9.3,15.13,31480.0,1.3
1157,51-6042,Shoe Machine Operators and Tenders,detailed,4080.0,19.0,15.11,31430.0,2.2
1158,51-6050,"Tailors, Dressmakers, and Sewers",broad,24260.0,5.5,16.97,35300.0,1.4
1159,51-6051,"Sewers, Hand",detailed,3410.0,10.0,14.8,30790.0,1.9
1160,51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,20860.0,6.1,17.33,36040.0,1.6
1161,51-6060,"Textile Machine Setters, Operators, and Tenders",broad,64220.0,2.4,15.33,31900.0,0.7
1162,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,7260.0,7.6,15.19,31600.0,1.1
1163,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,12650.0,4.9,14.85,30890.0,1.1
1164,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,18830.0,4.2,15.56,32370.0,1.2
1165,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,25480.0,3.5,15.45,32130.0,1.0
1166,51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,63200.0,3.3,18.22,37890.0,0.9
1167,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,15840.0,5.9,18.83,39170.0,1.3
1168,51-6092,Fabric and Apparel Patternmakers,detailed,4670.0,13.3,27.83,57880.0,3.8
1169,51-6093,Upholsterers,detailed,26180.0,3.8,18.21,37870.0,0.9
1170,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,16510.0,7.8,14.94,31070.0,2.1
1171,51-7000,Woodworkers,minor,240750.0,1.3,17.24,35850.0,0.4
1172,51-7010,Cabinetmakers and Bench Carpenters,broad,93300.0,2.2,18.7,38900.0,0.7
1173,51-7011,Cabinetmakers and Bench Carpenters,detailed,93300.0,2.2,18.7,38900.0,0.7
1174,51-7020,Furniture Finishers,broad,15590.0,3.9,16.84,35040.0,0.9
1175,51-7021,Furniture Finishers,detailed,15590.0,3.9,16.84,35040.0,0.9
1176,51-7030,"Model Makers and Patternmakers, Wood",broad,990.0,25.4,29.93,62250.0,2.4
1177,51-7031,"Model Makers, Wood",detailed,800.0,31.1,30.1,62600.0,2.5
1178,51-7032,"Patternmakers, Wood",detailed,190.0,17.9,29.21,60750.0,4.7
1179,51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,123560.0,1.7,16.08,33440.0,0.5
1180,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,48400.0,2.5,16.01,33290.0,0.6
1181,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,75160.0,2.1,16.13,33540.0,0.6
1182,51-7090,Miscellaneous Woodworkers,broad,7300.0,6.7,17.17,35710.0,1.5
1183,51-7099,"Woodworkers, All Other",detailed,7300.0,6.7,17.17,35710.0,1.5
1184,51-8000,Plant and System Operators,minor,297000.0,1.1,31.48,65490.0,0.4
1185,51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,48210.0,2.4,41.69,86720.0,0.5
1186,51-8011,Nuclear Power Reactor Operators,detailed,5310.0,5.8,50.23,104470.0,1.1
1187,51-8012,Power Distributors and Dispatchers,detailed,9940.0,3.7,44.84,93260.0,0.7
1188,51-8013,Power Plant Operators,detailed,32960.0,3.1,39.37,81890.0,0.6
1189,51-8020,Stationary Engineers and Boiler Operators,broad,29550.0,2.2,32.77,68170.0,1.0
1190,51-8021,Stationary Engineers and Boiler Operators,detailed,29550.0,2.2,32.77,68170.0,1.0
1191,51-8030,Water and Wastewater Treatment Plant and System Operators,broad,119380.0,1.1,24.95,51890.0,0.5
1192,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,119380.0,1.1,24.95,51890.0,0.5
1193,51-8090,Miscellaneous Plant and System Operators,broad,99870.0,2.6,33.99,70700.0,0.7
1194,51-8091,Chemical Plant and System Operators,detailed,29710.0,5.9,31.47,65460.0,1.4
1195,51-8092,Gas Plant Operators,detailed,14990.0,4.8,35.24,73290.0,1.1
1196,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,40480.0,4.2,37.31,77610.0,1.1
1197,51-8099,"Plant and System Operators, All Other",detailed,14680.0,4.2,28.65,59600.0,0.9
1198,51-9000,Other Production Occupations,minor,2466480.0,0.5,19.48,40510.0,0.2
1199,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad,141000.0,2.1,24.58,51120.0,0.7
1200,51-9011,Chemical Equipment Operators and Tenders,detailed,93060.0,2.8,25.64,53330.0,0.8
1201,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,47930.0,2.9,22.52,46850.0,1.0
1202,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",broad,172710.0,1.8,19.28,40110.0,0.4
1203,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,32460.0,2.9,19.85,41290.0,0.7
1204,51-9022,"Grinding and Polishing Workers, Hand",detailed,24050.0,4.0,16.53,34380.0,0.9
1205,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,116190.0,2.4,19.69,40960.0,0.5
1206,51-9030,Cutting Workers,broad,60740.0,2.3,18.12,37690.0,0.5
1207,51-9031,"Cutters and Trimmers, Hand",detailed,7980.0,5.6,16.44,34190.0,1.2
1208,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,52760.0,2.5,18.37,38220.0,0.5
1209,51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",broad,63730.0,2.4,18.48,38440.0,0.7
1210,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,63730.0,2.4,18.48,38440.0,0.7
1211,51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",broad,16880.0,3.4,20.15,41910.0,0.8
1212,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,16880.0,3.4,20.15,41910.0,0.8
1213,51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",broad,549200.0,0.7,21.43,44580.0,0.4
1214,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,549200.0,0.7,21.43,44580.0,0.4
1215,51-9070,Jewelers and Precious Stone and Metal Workers,broad,18650.0,4.6,23.1,48050.0,2.5
1216,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,18650.0,4.6,23.1,48050.0,2.5
1217,51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,broad,70650.0,2.2,20.25,42130.0,0.7
1218,51-9081,Dental Laboratory Technicians,detailed,30800.0,3.1,21.75,45230.0,1.0
1219,51-9082,Medical Appliance Technicians,detailed,13710.0,5.1,21.94,45630.0,1.2
1220,51-9083,Ophthalmic Laboratory Technicians,detailed,26140.0,4.4,17.62,36640.0,1.0
1221,51-9110,Packaging and Filling Machine Operators and Tenders,broad,370910.0,1.3,16.94,35220.0,0.4
1222,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,370910.0,1.3,16.94,35220.0,0.4
1223,51-9120,Painting Workers,broad,149370.0,1.4,20.08,41770.0,0.5
1224,51-9123,"Painting, Coating, and Decorating Workers",detailed,11860.0,4.1,18.05,37540.0,1.2
1225,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,137510.0,1.5,20.26,42140.0,0.6
1226,51-9140,Semiconductor Processing Technicians,broad,31080.0,7.5,21.74,45210.0,2.5
1227,51-9141,Semiconductor Processing Technicians,detailed,31080.0,7.5,21.74,45210.0,2.5
1228,51-9150,Photographic Process Workers and Processing Machine Operators,broad,8880.0,8.2,18.94,39390.0,1.6
1229,51-9151,Photographic Process Workers and Processing Machine Operators,detailed,8880.0,8.2,18.94,39390.0,1.6
1230,51-9160,Computer Numerically Controlled Tool Operators and Programmers,broad,174650.0,1.5,22.47,46740.0,0.4
1231,51-9161,Computer Numerically Controlled Tool Operators,detailed,149120.0,1.6,21.3,44300.0,0.5
1232,51-9162,Computer Numerically Controlled Tool Programmers,detailed,25530.0,2.9,29.33,61010.0,0.8
1233,51-9190,Miscellaneous Production Workers,broad,638030.0,1.0,17.15,35660.0,0.3
1234,51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,12400.0,4.0,18.1,37640.0,1.2
1235,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,14060.0,3.4,16.64,34600.0,0.8
1236,51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,8020.0,4.5,19.05,39610.0,1.1
