,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
1064,49-3020,Automotive Technicians and Repairers,broad,809740,0.6,21.17,44030.0,0.3,11.42,14.73,19.63,26.31,32.47,23760,30640,40840,54720,67530
1065,49-3021,Automotive Body and Related Repairers,detailed,142060,1.3,22.34,46460.0,0.6,12.48,15.91,20.55,27.15,34.6,25960,33090,42730,56480,71970
1066,49-3022,Automotive Glass Installers and Repairers,detailed,19640,7.0,17.49,36370.0,1.6,11.44,13.35,16.43,20.8,24.77,23790,27760,34170,43260,51530
1067,49-3023,Automotive Service Technicians and Mechanics,detailed,648050,0.7,21.02,43730.0,0.3,11.26,14.53,19.57,26.31,32.19,23420,30220,40710,54720,66950
1068,49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,264860,1.1,23.63,49150.0,0.3,15,18.13,22.76,28.47,34.7,31200,37710,47350,59210,72180
1069,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,264860,1.1,23.63,49150.0,0.3,15,18.13,22.76,28.47,34.7,31200,37710,47350,59210,72180
1070,49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,broad,199280,1.1,24.89,51780.0,0.4,15.52,19.08,24.19,29.81,36.24,32280,39680,50320,62010,75370
1071,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,34300,2.1,20.29,42190.0,0.6,12.88,15.77,19.54,24.24,29.13,26790,32800,40630,50410,60590
1072,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,140260,1.3,25.66,53370.0,0.3,16.3,20.05,24.96,30.21,36.83,33910,41700,51920,62830,76600
1073,49-3043,Rail Car Repairers,detailed,24720,4.9,26.93,56020.0,2.0,16.2,20.53,27.03,33.29,37.7,33700,42710,56220,69240,78420
1074,49-3050,Small Engine Mechanics,broad,69130,1.9,18.84,39180.0,0.5,11.22,14,17.82,22.92,28.39,23340,29120,37060,47670,59060
1075,49-3051,Motorboat Mechanics and Service Technicians,detailed,22280,3.7,20.35,42330.0,1.0,11.67,15.14,19.32,24.89,30.03,24280,31490,40180,51760,62460
1076,49-3052,Motorcycle Mechanics,detailed,15090,3.9,18.87,39260.0,1.1,11.35,14.05,17.69,22.9,28.67,23620,29220,36790,47640,59640
1077,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,31760,3.0,17.76,36940.0,0.7,10.9,13.44,17.02,21.4,26.06,22670,27960,35400,44520,54210
1078,49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",broad,139370,2.1,14.8,30780.0,0.5,9.91,11.45,13.84,17.22,21.56,20610,23810,28780,35810,44850
1079,49-3091,Bicycle Repairers,detailed,12200,7.0,14.56,30290.0,1.8,10.03,11.61,13.92,16.98,19.84,20870,24140,28960,35320,41260
1080,49-3092,Recreational Vehicle Service Technicians,detailed,15560,4.9,19.28,40090.0,0.9,12.34,15.06,18.35,23.21,28.24,25670,31320,38160,48280,58750
1081,49-3093,Tire Repairers and Changers,detailed,111620,2.4,14.2,29530.0,0.6,9.79,11.22,13.41,16.36,19.45,20350,23330,27890,34020,40460
1082,49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,2959670,0.3,22.3,46380.0,0.2,12.15,15.6,20.68,27.78,35.5,25280,32450,43010,57790,73830
1083,49-9010,Control and Valve Installers and Repairers,broad,74400,2.7,25.7,53460.0,0.9,14.05,17.72,23.89,32.57,40.96,29230,36860,49690,67740,85200
1084,49-9011,Mechanical Door Repairers,detailed,22670,5.2,20.84,43350.0,1.2,13.1,16,19.71,24.4,30.06,27250,33280,41010,50750,62530
1085,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,51730,3.2,27.83,57890.0,1.1,14.82,19.23,26.96,35.77,43.74,30820,39990,56070,74410,90990
1086,49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,324310,1.3,24.12,50160.0,0.5,14.16,17.56,22.89,29.28,36.65,29460,36520,47610,60900,76230
1087,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,324310,1.3,24.12,50160.0,0.5,14.16,17.56,22.89,29.28,36.65,29460,36520,47610,60900,76230
1088,49-9030,Home Appliance Repairers,broad,31130,3.6,19.72,41020.0,0.9,11.13,14.62,18.88,24.09,29.29,23150,30410,39270,50100,60930
1089,49-9031,Home Appliance Repairers,detailed,31130,3.6,19.72,41020.0,0.9,11.13,14.62,18.88,24.09,29.29,23150,30410,39270,50100,60930
1090,49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,487640,0.7,25.64,53330.0,0.2,15.87,19.64,24.82,30.45,37.4,33010,40860,51630,63330,77780
1091,49-9041,Industrial Machinery Mechanics,detailed,362440,0.9,25.96,54000.0,0.2,16.19,20,25.16,30.65,37.59,33670,41610,52340,63740,78190
1092,49-9043,"Maintenance Workers, Machinery",detailed,80270,1.4,23.42,48720.0,0.4,14.02,17.7,22.63,28.37,34.6,29170,36810,47060,59010,71960
1093,49-9044,Millwrights,detailed,43810,2.8,27.04,56250.0,0.7,16.39,20.46,26.47,33.06,38.78,34090,42550,55060,68760,80660
1094,49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,1120,11.7,25.24,52510.0,2.3,15.71,19.65,25.09,29.52,34.79,32670,40870,52190,61400,72370
1095,49-9050,Line Installers and Repairers,broad,233010,1.7,31.03,64540.0,0.6,16,21.24,31.67,39.62,46.98,33280,44180,65880,82420,97710
1096,49-9051,Electrical Power-Line Installers and Repairers,detailed,114800,1.7,33.77,70240.0,0.5,18.37,25.16,34.09,42.3,48.83,38200,52340,70910,87990,101560
1097,49-9052,Telecommunications Line Installers and Repairers,detailed,118200,2.9,28.36,59000.0,1.2,14.88,18.49,28.02,37.41,44.44,30950,38460,58280,77820,92440
1098,49-9060,Precision Instrument and Equipment Repairers,broad,72010,2.1,24.58,51120.0,0.6,13.44,17.02,23.13,30.19,38.18,27950,35410,48100,62800,79420
1099,49-9061,Camera and Photographic Equipment Repairers,detailed,3690,10.7,20.45,42540.0,2.4,11.88,14.6,19.53,24.36,29.95,24710,30360,40620,50670,62300
1100,49-9062,Medical Equipment Repairers,detailed,46320,2.5,25.34,52710.0,0.8,14.09,17.56,23.66,31.07,39.41,29310,36520,49210,64630,81970
1101,49-9063,Musical Instrument Repairers and Tuners,detailed,8450,8.3,18.81,39110.0,2.2,10.91,13.46,17.47,22.84,28.37,22700,28000,36330,47500,59020
1102,49-9064,Watch Repairers,detailed,2610,10.2,21.55,44830.0,3.5,11.17,14.23,19.19,26.9,32.93,23240,29600,39910,55950,68500
1103,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,10930,4.8,27.91,58060.0,1.1,16.8,21.82,27.7,32.89,38.93,34950,45390,57610,68420,80970
1104,49-9070,"Maintenance and Repair Workers, General",broad,1384240,0.4,19.72,41020.0,0.2,11.32,14.21,18.42,24.09,30,23540,29560,38300,50100,62400
1105,49-9071,"Maintenance and Repair Workers, General",detailed,1384240,0.4,19.72,41020.0,0.2,11.32,14.21,18.42,24.09,30,23540,29560,38300,50100,62400
1106,49-9080,Wind Turbine Service Technicians,broad,5580,12.0,27.88,58000.0,1.8,18.17,21.36,26.14,33.44,40.17,37780,44430,54370,69550,83560
1107,49-9081,Wind Turbine Service Technicians,detailed,5580,12.0,27.88,58000.0,1.8,18.17,21.36,26.14,33.44,40.17,37780,44430,54370,69550,83560
1108,49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,347350,1.2,19.25,40040.0,0.4,10.66,13.27,17.39,23.73,30.4,22170,27610,36180,49350,63240
1109,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,32920,2.9,17.49,36390.0,1.2,9.98,12.58,16.61,21.29,26.72,20760,26180,34560,44290,55580
1110,49-9092,Commercial Divers,detailed,3380,9.5,28.59,59470.0,3.5,14.81,18.19,23.63,32,52.01,30810,37840,49140,66570,108170
1111,49-9093,"Fabric Menders, Except Garment",detailed,400,14.8,16.13,33550.0,3.6,10.7,12.41,14.77,18.2,24.21,22250,25820,30730,37860,50350
1112,49-9094,Locksmiths and Safe Repairers,detailed,16970,4.2,21.03,43740.0,1.2,11.67,14.86,19.93,26.51,31.67,24270,30910,41450,55140,65870
1113,49-9095,Manufactured Building and Mobile Home Installers,detailed,2920,10.6,15.82,32910.0,1.7,10.63,12.5,15.4,18.5,22.09,22100,26010,32040,38490,45950
1114,49-9096,Riggers,detailed,20970,5.5,24.68,51330.0,1.4,14.42,17.99,24.22,29.72,36.5,29990,37420,50370,61810,75930
1115,49-9097,Signal and Track Switch Repairers,detailed,7730,6.3,32.6,67800.0,2.2,17.64,27.66,33.89,38.06,44.11,36680,57530,70490,79170,91760
1116,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,105040,1.7,15.09,31390.0,0.5,9.59,11.43,14.16,17.8,22.42,19940,23780,29450,37030,46630
1117,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,157030,2.1,20.7,43050.0,0.5,11.84,14.69,18.9,25.4,31.31,24630,30550,39320,52830,65120
1118,51-0000,Production Occupations,major,9115530,0.3,18.84,39190.0,0.2,10.66,12.89,16.86,22.82,30.03,22180,26820,35070,47470,62460
1119,51-1000,Supervisors of Production Workers,minor,622790,0.4,30.93,64340.0,0.2,17.32,22.26,29.05,37.53,47.84,36020,46290,60420,78060,99500
1120,51-1010,First-Line Supervisors of Production and Operating Workers,broad,622790,0.4,30.93,64340.0,0.2,17.32,22.26,29.05,37.53,47.84,36020,46290,60420,78060,99500
1121,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,622790,0.4,30.93,64340.0,0.2,17.32,22.26,29.05,37.53,47.84,36020,46290,60420,78060,99500
1122,51-2000,Assemblers and Fabricators,minor,1831200,0.8,17.14,35650.0,0.5,10.6,12.56,15.78,20.21,26.34,22040,26130,32820,42030,54780
1123,51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad,43150,4.7,26.7,55530.0,2.4,15.51,19.5,25.64,33.66,39.61,32250,40570,53340,70010,82390
1124,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,43150,4.7,26.7,55530.0,2.4,15.51,19.5,25.64,33.66,39.61,32250,40570,53340,70010,82390
1125,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,287630,1.6,17.26,35910.0,0.5,11.01,13.04,16.2,20.2,25,22900,27110,33690,42020,52000
1126,51-2021,"Coil Winders, Tapers, and Finishers",detailed,12190,6.2,17.6,36610.0,1.3,11.22,13.15,16.54,21.24,25.74,23340,27350,34400,44180,53530
1127,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,275450,1.6,17.25,35880.0,0.5,11,13.03,16.18,20.16,24.97,22880,27100,33660,41930,51930
1128,51-2030,Engine and Other Machine Assemblers,broad,48200,5.0,21.79,45330.0,1.7,13.74,16.52,21.34,27.09,30.37,28590,34350,44380,56340,63170
1129,51-2031,Engine and Other Machine Assemblers,detailed,48200,5.0,21.79,45330.0,1.7,13.74,16.52,21.34,27.09,30.37,28590,34350,44380,56340,63170
1130,51-2040,Structural Metal Fabricators and Fitters,broad,76090,2.0,20.02,41640.0,0.9,12.76,15.46,18.89,23.5,28.92,26530,32160,39290,48870,60150
1131,51-2041,Structural Metal Fabricators and Fitters,detailed,76090,2.0,20.02,41640.0,0.9,12.76,15.46,18.89,23.5,28.92,26530,32160,39290,48870,60150
1132,51-2090,Miscellaneous Assemblers and Fabricators,broad,1376130,1.0,16.49,34300.0,0.5,10.4,12.2,15.19,19.27,25.08,21630,25370,31590,40080,52160
1133,51-2091,Fiberglass Laminators and Fabricators,detailed,21190,5.5,17.39,36170.0,1.3,11.34,13.65,16.59,19.62,23.99,23590,28390,34500,40810,49900
1134,51-2093,Timing Device Assemblers and Adjusters,detailed,780,10.4,18.01,37460.0,3.2,12.56,13.84,16.66,21.13,26.12,26120,28790,34650,43950,54320
1135,51-2098,"Assemblers and Fabricators, All Other, Including Team Assemblers",detailed,1354150,1.0,16.48,34270.0,0.5,10.39,12.17,15.16,19.26,25.1,21610,25320,31540,40060,52200
1136,51-3000,Food Processing Workers,minor,801770,1.0,14.46,30090.0,0.3,9.88,11.29,13.58,16.93,20.82,20550,23480,28240,35220,43300
1137,51-3010,Bakers,broad,180010,1.6,13.78,28660.0,0.4,9.56,10.87,12.75,15.72,19.4,19880,22610,26520,32690,40350
1138,51-3011,Bakers,detailed,180010,1.6,13.78,28660.0,0.4,9.56,10.87,12.75,15.72,19.4,19880,22610,26520,32690,40350
1139,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,365660,1.7,14.38,29910.0,0.5,9.95,11.41,13.69,16.74,19.94,20700,23730,28480,34810,41480
1140,51-3021,Butchers and Meat Cutters,detailed,133670,2.1,15.97,33210.0,0.6,10.05,11.86,15.18,19.27,23.61,20900,24670,31580,40080,49110
1141,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,156440,2.9,13.36,27790.0,0.9,9.87,11.11,12.96,15.2,17.99,20540,23110,26950,31610,37410
1142,51-3023,Slaughterers and Meat Packers,detailed,75550,3.5,13.68,28450.0,0.8,10,11.49,13.59,15.49,18.02,20810,23900,28260,32220,37480
1143,51-3090,Miscellaneous Food Processing Workers,broad,256100,1.7,15.07,31340.0,0.5,10.06,11.49,13.99,17.92,22.4,20930,23890,29090,37280,46590
1144,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,21060,3.1,15.74,32730.0,1.5,9.76,11.6,14.83,18.74,23.57,20310,24120,30840,38970,49030
1145,51-3092,Food Batchmakers,detailed,160160,2.2,15.43,32090.0,0.7,10.12,11.63,14.29,18.56,23.05,21050,24180,29720,38610,47940
1146,51-3093,Food Cooking Machine Operators and Tenders,detailed,32260,4.5,15.23,31690.0,1.1,10.21,11.89,14.48,17.94,21.83,21230,24730,30120,37310,45400
1147,51-3099,"Food Processing Workers, All Other",detailed,42620,4.0,13.26,27590.0,0.7,9.98,10.94,12.44,14.83,17.97,20770,22760,25870,30840,37390
1148,51-4000,Metal Workers and Plastic Workers,minor,1940370,0.5,19.94,41480.0,0.2,12.18,14.86,18.7,23.93,29.69,25330,30910,38890,49780,61750
1149,51-4010,Computer Control Programmers and Operators,broad,171920,1.4,21.13,43940.0,0.5,13.15,16.08,19.95,25,30.52,27350,33450,41500,52000,63480
1150,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,148150,1.5,20.17,41960.0,0.5,12.93,15.72,19.26,23.99,29.16,26890,32690,40070,49900,60650
1151,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,23770,2.3,27.07,56300.0,0.7,16.29,20.24,25.57,31.87,40.06,33870,42100,53190,66280,83330
1152,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,120630,2.0,18.35,38170.0,0.7,11.73,13.98,17.52,22.23,26.96,24400,29070,36450,46240,56080
1153,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,75610,2.4,17.61,36620.0,0.7,11.46,13.6,16.9,21.18,25.03,23840,28290,35150,44050,52060
1154,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,18330,4.5,19.6,40770.0,2.6,12.07,14.98,18.7,23.84,29,25100,31170,38900,49590,60310
1155,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,26700,4.3,19.61,40790.0,1.2,12.37,14.74,18.58,23.92,29.15,25720,30650,38650,49760,60640
1156,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,318860,1.1,18.0,37450.0,0.5,11.5,13.69,17.05,21.49,26.4,23930,28480,35460,44700,54910
1157,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,186640,1.3,17.4,36180.0,0.6,11.27,13.41,16.57,20.4,25.13,23440,27900,34460,42440,52270
1158,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,11400,5.3,19.95,41490.0,1.6,12,14.36,18.28,24,30.13,24960,29860,38020,49930,62680
1159,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,71870,1.9,17.64,36690.0,0.5,11.52,13.59,16.76,20.89,25.08,23960,28260,34850,43440,52170
1160,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,29510,4.0,19.76,41090.0,0.8,12.5,15.04,18.84,23.54,28.83,26000,31270,39180,48970,59960
1161,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,19440,7.8,21.39,44490.0,1.6,12.6,16.05,20.95,26.01,30.48,26210,33380,43590,54090,63400
1162,51-4040,Machinists,broad,384350,1.0,21.75,45250.0,0.3,13.01,16.41,20.97,26.36,31.43,27050,34130,43630,54830,65360
1163,51-4041,Machinists,detailed,384350,1.0,21.75,45250.0,0.3,13.01,16.41,20.97,26.36,31.43,27050,34130,43630,54830,65360
1164,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,25520,3.7,19.79,41160.0,1.2,12.32,15.15,19.18,23.86,28.86,25630,31520,39890,49630,60030
1165,51-4051,Metal-Refining Furnace Operators and Tenders,detailed,17670,4.1,20.1,41810.0,1.7,12.13,15.3,19.82,24.36,29.24,25240,31820,41220,50670,60820
1166,51-4052,"Pourers and Casters, Metal",detailed,7850,6.3,19.07,39670.0,1.4,12.73,14.94,18.14,22.68,27.36,26480,31080,37730,47170,56900
1167,51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,8090,5.0,25.69,53430.0,1.3,14.58,18.58,24.88,31.54,38.54,30330,38650,51760,65610,80160
1168,51-4061,"Model Makers, Metal and Plastic",detailed,5210,6.9,27.36,56920.0,1.7,15.1,19.67,26.98,34.3,40.5,31410,40920,56130,71350,84250
1169,51-4062,"Patternmakers, Metal and Plastic",detailed,2880,6.8,22.66,47130.0,1.6,13.89,17.27,22.04,27.65,32.33,28890,35920,45840,57510,67250
1170,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,179710,1.7,16.44,34200.0,0.5,10.62,12.5,15.3,19.3,24.24,22100,26000,31820,40150,50420
1171,51-4071,Foundry Mold and Coremakers,detailed,15600,4.3,17.7,36820.0,1.0,11.86,13.87,17.04,21.09,24.9,24660,28860,35430,43860,51780
1172,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,164110,1.8,16.32,33950.0,0.5,10.58,12.38,15.13,19.14,24.15,22020,25760,31480,39810,50240
1173,51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad,133840,1.8,18.03,37510.0,0.9,11.27,13.56,17.01,21.54,26.77,23440,28210,35390,44800,55680
1174,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,133840,1.8,18.03,37510.0,0.9,11.27,13.56,17.01,21.54,26.77,23440,28210,35390,44800,55680
1175,51-4110,Tool and Die Makers,broad,72700,2.1,25.79,53650.0,0.8,15.7,19.89,25.36,30.68,36.97,32660,41370,52750,63820,76900
1176,51-4111,Tool and Die Makers,detailed,72700,2.1,25.79,53650.0,0.8,15.7,19.89,25.36,30.68,36.97,32660,41370,52750,63820,76900
1177,51-4120,"Welding, Soldering, and Brazing Workers",broad,424270,0.8,21.12,43930.0,0.3,13.59,16.31,19.71,24.5,30.37,28260,33930,40990,50950,63170
1178,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,389190,0.9,21.33,44360.0,0.3,13.73,16.43,19.89,24.73,30.64,28560,34180,41380,51430,63740
1179,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,35080,3.0,18.83,39160.0,0.7,12.59,14.93,18.11,22.19,26.15,26200,31050,37670,46160,54400
1180,51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,100470,2.1,18.24,37940.0,0.6,11.39,13.57,17.14,22.13,27.32,23690,28220,35660,46030,56820
1181,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,19690,3.6,18.77,39050.0,0.8,12.3,14.55,18.04,22.48,26.61,25580,30260,37520,46750,55340
1182,51-4192,"Layout Workers, Metal and Plastic",detailed,8170,4.0,22.78,47380.0,1.6,13.88,17.54,23.03,27.59,30.91,28860,36480,47900,57380,64280
1183,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,40070,3.1,16.74,34830.0,0.7,11.05,12.84,15.58,19.39,24.39,22980,26710,32420,40330,50740
1184,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,7070,5.1,19.66,40890.0,1.4,12.06,14.76,18.34,23.69,29.2,25090,30700,38140,49270,60740
1185,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,25470,5.7,18.34,38140.0,1.4,11.08,13.37,17.27,22.41,27.86,23040,27810,35920,46620,57950
1186,51-5100,Printing Workers,minor,249140,1.1,18.39,38260.0,0.4,10.9,13.4,17.36,22.47,27.95,22670,27870,36100,46740,58130
1187,51-5110,Printing Workers,broad,249140,1.1,18.39,38260.0,0.4,10.9,13.4,17.36,22.47,27.95,22670,27870,36100,46740,58130
1188,51-5111,Prepress Technicians and Workers,detailed,29990,2.4,20.31,42240.0,0.9,11.99,15.17,19.43,24.53,30.01,24940,31560,40410,51010,62420
1189,51-5112,Printing Press Operators,detailed,173470,1.3,18.49,38470.0,0.5,10.91,13.47,17.41,22.58,28.23,22690,28010,36220,46980,58710
1190,51-5113,Print Binding and Finishing Workers,detailed,45690,2.7,16.76,34850.0,0.8,10.52,12.46,15.81,20.19,24.48,21890,25910,32890,41990,50910
1191,51-6000,"Textile, Apparel, and Furnishings Workers",minor,574130,0.9,13.31,27690.0,0.3,9.06,10.41,12.11,15.09,18.97,18840,21650,25190,31400,39450
1192,51-6010,Laundry and Dry-Cleaning Workers,broad,213350,1.3,11.77,24480.0,0.4,8.71,9.68,11.16,12.99,15.64,18120,20130,23210,27010,32530
1193,51-6011,Laundry and Dry-Cleaning Workers,detailed,213350,1.3,11.77,24480.0,0.4,8.71,9.68,11.16,12.99,15.64,18120,20130,23210,27010,32530
1194,51-6020,"Pressers, Textile, Garment, and Related Materials",broad,38320,2.9,11.57,24060.0,0.7,8.65,9.74,11.23,12.95,14.95,18000,20260,23350,26940,31100
1195,51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,38320,2.9,11.57,24060.0,0.7,8.65,9.74,11.23,12.95,14.95,18000,20260,23350,26940,31100
1196,51-6030,Sewing Machine Operators,broad,136450,2.2,12.98,26990.0,0.5,9.16,10.56,12.03,14.71,18.21,19040,21970,25030,30590,37880
1197,51-6031,Sewing Machine Operators,detailed,136450,2.2,12.98,26990.0,0.5,9.16,10.56,12.03,14.71,18.21,19040,21970,25030,30590,37880
1198,51-6040,Shoe and Leather Workers,broad,12450,8.1,14.37,29900.0,1.7,9.28,10.94,14.09,17.15,19.26,19290,22760,29300,35670,40070
1199,51-6041,Shoe and Leather Workers and Repairers,detailed,8640,9.0,14.33,29800.0,2.0,9.35,10.95,13.87,17.01,19.13,19440,22770,28840,35380,39790
1200,51-6042,Shoe Machine Operators and Tenders,detailed,3810,15.6,14.47,30110.0,2.9,9.15,10.93,14.63,17.42,19.43,19020,22740,30430,36240,40410
1201,51-6050,"Tailors, Dressmakers, and Sewers",broad,26500,6.2,16.04,33350.0,1.5,9.98,11.64,14.59,18.88,24.94,20750,24210,30340,39280,51870
1202,51-6051,"Sewers, Hand",detailed,5350,12.5,14.19,29510.0,1.8,10.05,11.32,13.78,16.15,18.95,20900,23540,28650,33590,39410
1203,51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,21150,7.1,16.5,34330.0,1.8,9.96,11.73,14.9,20,25.96,20720,24390,31000,41600,53990
1204,51-6060,"Textile Machine Setters, Operators, and Tenders",broad,75490,2.2,14.37,29880.0,0.6,10.23,11.8,13.88,16.52,19.23,21280,24530,28870,34360,40000
1205,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,9330,6.7,14.39,29930.0,1.1,10.42,11.6,13.84,16.81,19.23,21670,24140,28780,34960,39990
1206,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,13310,4.2,14.16,29440.0,0.9,9.65,11.15,13.57,16.71,19.41,20070,23200,28220,34770,40370
1207,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,21190,3.5,14.65,30470.0,1.1,10.22,11.62,14.02,17.21,20.33,21260,24170,29160,35810,42280
1208,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,31650,3.2,14.26,29660.0,0.8,10.46,12.27,13.9,15.82,18.62,21760,25530,28920,32900,38730
1209,51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,71570,2.7,17.18,35740.0,0.7,10.49,12.64,15.99,20.06,25.53,21810,26280,33270,41720,53090
1210,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,18130,5.0,17.07,35500.0,1.1,11.65,13.47,16.44,20.06,24.09,24240,28010,34200,41730,50100
1211,51-6092,Fabric and Apparel Patternmakers,detailed,5220,9.2,23.65,49180.0,3.3,11.23,14.42,19.5,31.36,42.22,23360,29990,40560,65230,87820
1212,51-6093,Upholsterers,detailed,32870,3.9,17.27,35920.0,0.8,10.51,13.1,16.58,20.37,25.22,21860,27240,34480,42360,52450
1213,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,15360,6.4,14.94,31070.0,1.6,9.61,11.02,13.34,17.27,23.84,19980,22930,27750,35930,49580
1214,51-7000,Woodworkers,minor,257840,1.3,16.19,33680.0,0.3,10.4,12.35,15.19,18.95,23.82,21640,25690,31590,39430,49550
1215,51-7010,Cabinetmakers and Bench Carpenters,broad,102100,2.0,17.59,36580.0,0.5,10.98,13.26,16.7,20.98,26.03,22830,27590,34740,43650,54140
1216,51-7011,Cabinetmakers and Bench Carpenters,detailed,102100,2.0,17.59,36580.0,0.5,10.98,13.26,16.7,20.98,26.03,22830,27590,34740,43650,54140
1217,51-7020,Furniture Finishers,broad,17250,2.8,16.27,33850.0,0.8,10.87,12.83,15.36,18.72,23.43,22600,26700,31950,38930,48720
1218,51-7021,Furniture Finishers,detailed,17250,2.8,16.27,33850.0,0.8,10.87,12.83,15.36,18.72,23.43,22600,26700,31950,38930,48720
1219,51-7030,"Model Makers and Patternmakers, Wood",broad,1280,18.4,26.7,55540.0,2.9,15.75,19.09,27.07,32.52,38.74,32770,39700,56300,67650,80580
1220,51-7031,"Model Makers, Wood",detailed,740,25.3,25.29,52590.0,4.7,15.31,17.98,25.53,30.65,37.5,31850,37400,53100,63750,78010
1221,51-7032,"Patternmakers, Wood",detailed,530,26.3,28.68,59650.0,3.0,16.79,22.53,29.3,35.25,39.73,34930,46870,60940,73330,82630
1222,51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,131240,1.9,14.98,31150.0,0.4,10,11.77,14.25,17.66,21.55,20800,24490,29640,36740,44820
1223,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,52260,2.4,15.0,31200.0,0.7,9.94,11.75,14.18,17.69,21.83,20670,24440,29500,36790,45410
1224,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,78980,2.7,14.96,31110.0,0.5,10.03,11.79,14.29,17.65,21.36,20870,24520,29730,36710,44420
